building_floor,building_desc,latitude,longitude,building_type,capacity,mean_density_cnt,max_density_cnt,average_dc_ratio,max_dc_ratio,Residential Building Type
m,808 COMMONWEALTH AVENUE,42.3501,-71.1117,Academic,0,3.245117362479842,20,inf,inf,
3,718 COMMONWEALTH AVENUE,42.3495,-71.1058,Academic,24,2.741014348629067,17,0.11420893119287778,0.7083333333333334,
4,264-270 BAY STATE ROAD,42.3507,-71.1054,Academic,65,3.4266477675407514,20,0.052717657962165404,0.3076923076923077,
p,8 ST. MARY'S STREET,42.3492,-71.1061,Research,0,1.4460294816928199,11,inf,inf,
2,617-621 COMMONWEALTH AVENUE,42.3497,-71.1013,Academic,25,4.120786839986196,26,0.16483147359944783,1.04,
g,771 COMMONWEALTH AVENUE,42.351,-71.108,Student Support,0,33.57813383600377,288,inf,inf,
2,2 SILBER WAY,42.3497,-71.1009,Academic,134,16.44553957558081,105,0.12272790728045381,0.7835820895522388,
3,226 BAY STATE ROAD,42.3504,-71.1037,Academic,23,4.721734641197728,29,0.20529281048685774,1.2608695652173914,
2,48-52 CUMMINGTON MALL,42.3486,-71.1033,Research,42,5.5399545109931765,33,0.13190367883317086,0.7857142857142857,
3,2 SILBER WAY,42.3497,-71.1009,Academic,74,6.067713444553484,40,0.08199612762910113,0.5405405405405406,
5,675 - 725 COMMONWEALTH AVENUE,42.3502,-71.1046,Research,0,10.593677529598438,73,inf,inf,
3,820 COMMONWEALTH AVENUE,42.35,-71.1122,Academic,32,3.274468085106383,14,0.10232712765957447,0.4375,
4,185 BAY STATE ROAD,42.3507,-71.1018,Academic,9,3.532447862052895,15,0.3924942068947661,1.6666666666666667,
2,147 BAY STATE ROAD,42.3505,-71.1001,Academic,30,4.943863839952225,28,0.1647954613317408,0.9333333333333333,
9,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,55,3.490784129959388,14,0.06346880236289797,0.2545454545454545,
b,96-100 CUMMINGTON MALL,42.3489,-71.1048,Academic,0,23.324882629107982,109,inf,inf,
b,949 COMMONWEALTH AVENUE,42.3519,-71.1187,Academic,0,2.1661463753035033,12,inf,inf,
3,121 BAY STATE ROAD,42.3504,-71.0988,Administrative,14,2.5972861642839837,18,0.18552044030599885,1.2857142857142858,
2,154 BAY STATE ROAD,42.3501,-71.1007,Academic,12,3.773513385453684,25,0.314459448787807,2.0833333333333335,
1,233 BAY STATE ROAD,42.3509,-71.1039,Academic,62,6.529859719438877,41,0.10532031805546577,0.6612903225806451,
b,213 BAY STATE ROAD,42.3508,-71.1031,Student Support,0,1.9297590770274855,7,inf,inf,
5,718 COMMONWEALTH AVENUE,42.3495,-71.1058,Academic,23,2.9874458227469733,18,0.1298889488150858,0.782608695652174,
1,602 COMMONWEALTH AVENUE,42.3489,-71.1009,Academic,84,15.450755014649538,160,0.18393755969820877,1.9047619047619047,
b,138 MOUNTFORT STREET,42.3485,-71.1079,Academic,0,3.621132793907663,22,inf,inf,
b,881 COMMONWEALTH AVENUE,42.3514,-71.1153,Administrative,0,4.6832078660316485,24,inf,inf,
8,765 COMMONWEALTH AVENUE,42.351,-71.1074,Academic,51,3.6256523801992726,21,0.0710912231411622,0.4117647058823529,
5,2 SILBER WAY,42.3497,-71.1009,Academic,27,2.8875101159967627,18,0.10694481911099121,0.6666666666666666,
b,118 BAY STATE ROAD,42.35,-71.0986,Academic,0,2.3191489361702127,12,inf,inf,
2,565 COMMONWEALTH AVENUE,42.3494,-71.0981,Academic,11,6.346886368499893,31,0.5769896698636267,2.8181818181818183,
2,185 BAY STATE ROAD,42.3507,-71.1018,Academic,9,2.3040841083704002,10,0.25600934537448894,1.1111111111111112,
3,116 BAY STATE ROAD,42.35,-71.0985,Academic,6,2.0572831423895255,11,0.34288052373158756,1.8333333333333333,
5,147 BAY STATE ROAD,42.3505,-71.1001,Academic,13,2.078861409239384,9,0.15991241609533724,0.6923076923076923,
b,185 BAY STATE ROAD,42.3507,-71.1018,Academic,0,2.280204081632653,14,inf,inf,
2,619 MEMORIAL DRIVE,42.3532,-71.1078,Athletic,46,4.321735731039875,20,0.09395077676173642,0.43478260869565216,
b,116 BAY STATE ROAD,42.35,-71.0985,Academic,0,2.057942057942058,25,inf,inf,
3,156 BAY STATE ROAD,42.3502,-71.1007,Academic,6,1.3291492329149233,5,0.2215248721524872,0.8333333333333334,
5,226 BAY STATE ROAD,42.3504,-71.1037,Academic,22,4.689607021743467,25,0.21316395553379397,1.1363636363636365,
m,855 COMMONWEALTH AVENUE,42.3514,-71.1139,Academic,0,1.805111821086262,12,inf,inf,
10,111 CUMMINGTON MALL,42.3491,-71.104,Research,0,1.994718309859155,12,inf,inf,
1,122 BAY STATE ROAD,42.35,-71.0988,Administrative,9,2.253386853988961,15,0.25037631710988456,1.6666666666666667,
2,156 BAY STATE ROAD,42.3502,-71.1007,Academic,7,2.291383528132645,10,0.32734050401894926,1.4285714285714286,
4,143 BAY STATE ROAD,42.3505,-71.0998,Academic,11,2.162227602905569,19,0.1965661457186881,1.7272727272727273,
b,122 BAY STATE ROAD,42.35,-71.0988,Administrative,0,1.3305785123966942,5,inf,inf,
2,122 BAY STATE ROAD,42.35,-71.0988,Administrative,9,1.9738662567255958,22,0.21931847296951065,2.4444444444444446,
b,91 BAY STATE ROAD,42.3503,-71.097,Residential,0,1.4935567010309279,7,inf,inf,Large Dormitory-Style
3,118 BAY STATE ROAD,42.35,-71.0986,Academic,5,1.504201680672269,6,0.30084033613445377,1.2,
2,2 CUMMINGTON MALL,42.3482,-71.1011,Research,38,1.2692307692307692,7,0.033400809716599186,0.18421052631578946,
b,233 BAY STATE ROAD,42.3509,-71.1039,Academic,0,2.2648883374689825,18,inf,inf,
3,32 HARRY AGGANIS WAY,42.3525,-71.1186,Administrative,13,1.6441191317516406,8,0.12647070244243389,0.6153846153846154,
b,677 BEACON STREET,42.3481,-71.0986,Research,0,3.0993630573248407,20,inf,inf,
b,602 COMMONWEALTH AVENUE,42.3489,-71.1009,Academic,0,5.800160192230677,70,inf,inf,
3,152 BAY STATE ROAD,,,Academic,11,2.3148479427549193,18,0.21044072206862904,1.6363636363636365,
s,285 BABCOCK STREET,42.354,-71.1203,Athletic,0,3.0916030534351147,15,inf,inf,
2,118 BAY STATE ROAD,42.35,-71.0986,Academic,6,2.5054945054945055,9,0.4175824175824176,1.5,
b,2 CUMMINGTON MALL,42.3482,-71.1011,Research,0,1.8755102040816327,12,inf,inf,
b,156 BAY STATE ROAD,42.3502,-71.1007,Academic,0,1.7567298105682951,7,inf,inf,
4,152 BAY STATE ROAD,,,Academic,9,1.508424182358771,5,0.16760268692875233,0.5555555555555556,
m,820 COMMONWEALTH AVENUE,42.35,-71.1122,Academic,0,1.7728813559322034,10,inf,inf,
2,225 BAY STATE ROAD,42.3509,-71.1036,Student Support,18,2.8508942457231727,24,0.15838301365128737,1.3333333333333333,
5,53 BAY STATE ROAD,42.3502,-71.0951,Academic,15,3.1045081967213113,16,0.20696721311475408,1.0666666666666667,
1,141 BAY STATE ROAD,42.3505,-71.0998,Academic,11,2.228134353175923,10,0.20255766847053847,0.9090909090909091,
1,285 BABCOCK STREET,42.354,-71.1203,Athletic,80,2.583029197080292,12,0.03228786496350365,0.15,
3,233 BAY STATE ROAD,42.3509,-71.1039,Academic,22,4.192353823088456,24,0.19056153741311163,1.0909090909090908,
3,122 BAY STATE ROAD,42.35,-71.0988,Administrative,9,2.260141093474427,11,0.2511267881638252,1.2222222222222223,
7,2 SILBER WAY,42.3497,-71.1009,Academic,19,2.8624127617148556,13,0.1506533032481503,0.6842105263157895,
1,735 COMMONWEALTH AVENUE,42.3506,-71.1064,Student Support,53,1.2982201235016346,11,0.024494719311351595,0.20754716981132076,
4,121 BAY STATE ROAD,42.3504,-71.0988,Administrative,7,1.520096463022508,6,0.217156637574644,0.8571428571428571,
3,700 BEACON STREET,42.3485,-71.0994,Academic,257,1.6589492430988424,6,0.006455055420618064,0.023346303501945526,
4,700 BEACON STREET,42.3485,-71.0994,Academic,3,1.4898989898989898,5,0.4966329966329966,1.6666666666666667,
r,635 COMMONWEALTH AVENUE,42.3499,-71.102,Research,0,2.0543478260869565,8,inf,inf,
4,156 BAY STATE ROAD,42.3502,-71.1007,Academic,6,1.625,6,0.2708333333333333,1.0,
6,2 SILBER WAY,42.3497,-71.1009,Academic,20,1.7788539144471347,11,0.08894269572235673,0.55,
p,44 CUMMINGTON MALL,42.3485,-71.1028,Research,0,1.2,2,inf,inf,
4,118 BAY STATE ROAD,42.35,-71.0986,Academic,2,1.293103448275862,4,0.646551724137931,2.0,
b,225 BAY STATE ROAD,42.3509,-71.1036,Student Support,0,10.804580479452055,88,inf,inf,
b,30-38 CUMMINGTON MALL,42.3484,-71.1023,Research,0,2.316190476190476,13,inf,inf,
b,143 BAY STATE ROAD,42.3505,-71.0998,Academic,0,3.02465483234714,16,inf,inf,
5,143 BAY STATE ROAD,42.3505,-71.0998,Academic,9,1.2765957446808511,3,0.14184397163120568,0.3333333333333333,
r,820 COMMONWEALTH AVENUE,42.35,-71.1122,Academic,0,1.205128205128205,3,inf,inf,
c,700 COMMONWEALTH AVENUE,42.3493,-71.104,Residential,0,1.8088599752168526,7,inf,inf,Large Dormitory-Style
p,24 CUMMINGTON MALL,42.3483,-71.1017,Research,0,1.0,1,inf,inf,
22,33 HARRY AGGANIS WAY,42.3532,-71.1178,Residential,18,2.0059541530217326,8,0.11144189739009626,0.4444444444444444,Large Dormitory-Style
10,881 COMMONWEALTH AVENUE,42.3514,-71.1153,Administrative,0,2.481094127111826,17,inf,inf,
3,140 BAY STATE ROAD,42.35,-71.0998,Residential,66,7.7536459150070565,30,0.11747948356071297,0.45454545454545453,Large Dormitory-Style
1,925 COMMONWEALTH AVENUE,42.3522,-71.1177,Athletic,0,8.741416309012875,161,inf,inf,
13,275 BABCOCK STREET,42.3528,-71.1204,Residential,53,1.9215572341661824,9,0.03625579687106004,0.16981132075471697,Large Dormitory-Style
9,881 COMMONWEALTH AVENUE,42.3514,-71.1153,Administrative,0,1.4375,3,inf,inf,
11,745 - 755 COMMONWEALTH AVENUE,42.3505,-71.1073,Academic,0,1.4486301369863013,5,inf,inf,
30,91 BAY STATE ROAD,42.3503,-71.097,Residential,0,1.8774410774410775,11,inf,inf,Large Dormitory-Style
30,273 BABCOCK STREET,42.3525,-71.1198,Residential,0,1.536189069423929,6,inf,inf,Large Dormitory-Style
21,91 BAY STATE ROAD,42.3503,-71.097,Residential,0,1.960285132382892,8,inf,inf,Large Dormitory-Style
13,273 BABCOCK STREET,42.3525,-71.1198,Residential,51,2.0479158550837555,7,0.04015521284477952,0.13725490196078433,Large Dormitory-Style
9,140 BAY STATE ROAD,42.35,-71.0998,Residential,66,4.4837991089509925,18,0.0679363501356211,0.2727272727272727,Large Dormitory-Style
10,277 BABCOCK STREET,42.3535,-71.1206,Residential,52,8.9666919000757,29,0.17243638269376346,0.5576923076923077,Large Dormitory-Style
11,273 BABCOCK STREET,42.3525,-71.1198,Residential,51,2.4221204188481678,10,0.04749255723231702,0.19607843137254902,Large Dormitory-Style
20,91 BAY STATE ROAD,42.3503,-71.097,Residential,0,1.8718592964824121,9,inf,inf,Large Dormitory-Style
12,275 BABCOCK STREET,42.3528,-71.1204,Residential,53,1.3346774193548387,7,0.025182592818015825,0.1320754716981132,Large Dormitory-Style
11,275 BABCOCK STREET,42.3528,-71.1204,Residential,53,1.7721631205673758,8,0.0334370400107052,0.1509433962264151,Large Dormitory-Style
21,273 BABCOCK STREET,42.3525,-71.1198,Residential,0,1.2469635627530364,8,inf,inf,Large Dormitory-Style
3,617-621 COMMONWEALTH AVENUE,42.3497,-71.1013,Academic,30,1.2023809523809523,3,0.040079365079365076,0.1,
p,100 BAY STATE ROAD,42.3498,-71.0979,Student Support,0,1.2173913043478262,2,inf,inf,
81,91 BAY STATE ROAD,42.3503,-71.097,Residential,0,1.5,2,inf,inf,Large Dormitory-Style
A,700 COMMONWEALTH AVENUE,42.3493,-71.104,Residential,0,1.5290697674418605,6,inf,inf,Large Dormitory-Style
W,140 BAY STATE ROAD,42.35,-71.0998,Residential,0,3.9939759036144578,12,inf,inf,Large Dormitory-Style
